n,value,time_taken
24191,1.15e5055,0.010280847549438477
24192,1.86e5055,0.005859851837158203
24193,3.02e5055,0.01260995864868164
24194,4.88e5055,0.007516622543334961
24195,7.9e5055,0.013401269912719727
24196,1.28e5056,0.01834273338317871
24197,2.07e5056,0.013247489929199219
24198,3.35e5056,0.010430574417114258
24199,5.41e5056,0.008058309555053711
24200,8.76e5056,0.008547782897949219
24201,1.42e5057,0.00927734375
24202,2.29e5057,0.009690284729003906
24203,3.71e5057,0.009047508239746094
24204,6e5057,0.011051416397094727
24205,9.71e5057,0.012536287307739258
24206,1.57e5058,0.009652853012084961
24207,2.54e5058,0.007080554962158203
24208,4.11e5058,0.0070416927337646484
24209,6.66e5058,0.009116172790527344
24210,1.08e5059,0.008055448532104492
24211,1.74e5059,0.008005619049072266
24212,2.82e5059,0.00636744499206543
24213,4.56e5059,0.01153254508972168
24214,7.38e5059,0.008476734161376953
24215,1.19e5060,0.01029825210571289
24216,1.93e5060,0.008835077285766602
24217,3.13e5060,0.009996414184570312
24218,5.06e5060,0.008655071258544922
24219,8.19e5060,0.006234884262084961
24220,1.32e5061,0.007097959518432617
24221,2.14e5061,0.010747909545898438
24222,3.47e5061,0.009973764419555664
24223,5.61e5061,0.007695436477661133
24224,9.08e5061,0.008935928344726562
24225,1.47e5062,0.010218143463134766
24226,2.38e5062,0.009136199951171875
24227,3.85e5062,0.01029348373413086
24228,6.22e5062,0.009735822677612305
24229,1.01e5063,0.009847879409790039
24230,1.63e5063,0.009387969970703125
24231,2.64e5063,0.007674217224121094
24232,4.27e5063,0.01029515266418457
24233,6.9e5063,0.003477811813354492
24234,1.12e5064,0.013725519180297852
24235,1.81e5064,0.007570981979370117
24236,2.92e5064,0.00964498519897461
24237,4.73e5064,0.010696172714233398
24238,7.66e5064,0.014411211013793945
24239,1.24e5065,0.013443946838378906
24240,2e5065,0.013191699981689453
24241,3.24e5065,0.01055288314819336
24242,5.25e5065,0.01572704315185547
24243,8.49e5065,0.009638547897338867
24244,1.37e5066,0.012098073959350586
24245,2.22e5066,0.010448217391967773
24246,3.6e5066,0.01155853271484375
24247,5.82e5066,0.01028895378112793
24248,9.42e5066,0.019875288009643555
24249,1.52e5067,0.010038614273071289
24250,2.46e5067,0.009188413619995117
24251,3.99e5067,0.002702951431274414
24252,6.45e5067,0.008086681365966797
24253,1.04e5068,0.011255264282226562
24254,1.69e5068,0.012131452560424805
24255,2.73e5068,0.007919549942016602
24256,4.42e5068,0.008403778076171875
24257,7.16e5068,0.010063886642456055
24258,1.16e5069,0.00532078742980957
24259,1.87e5069,0.00616455078125
24260,3.03e5069,0.010390520095825195
24261,4.91e5069,0.010497331619262695
24262,7.94e5069,0.010477066040039062
24263,1.28e5070,0.007022380828857422
24264,2.08e5070,0.011416912078857422
24265,3.36e5070,0.010043621063232422
24266,5.44e5070,0.008718490600585938
24267,8.8e5070,0.009922504425048828
24268,1.42e5071,0.009927511215209961
24269,2.3e5071,0.011918306350708008
24270,3.73e5071,0.007803201675415039
24271,6.03e5071,0.009853839874267578
24272,9.76e5071,0.009384393692016602
24273,1.58e5072,0.007310628890991211
24274,2.56e5072,0.008187055587768555
24275,4.14e5072,0.012661933898925781
24276,6.69e5072,0.0068204402923583984
24277,1.08e5073,0.012829303741455078
24278,1.75e5073,0.008225679397583008
24279,2.83e5073,0.00782012939453125
24280,4.59e5073,0.01604938507080078
24281,7.42e5073,0.017102479934692383
24282,1.2e5074,0.013684749603271484
24283,1.94e5074,0.00743412971496582
24284,3.14e5074,0.009706497192382812
24285,5.09e5074,0.010848760604858398
24286,8.23e5074,0.007159233093261719
24287,1.33e5075,0.008380413055419922
24288,2.15e5075,0.011961221694946289
24289,3.49e5075,0.007556438446044922
24290,5.64e5075,0.008564472198486328
24291,9.13e5075,0.011177301406860352
24292,1.48e5076,0.007497549057006836
24293,2.39e5076,0.010220527648925781
24294,3.87e5076,0.00959014892578125
24295,6.26e5076,0.008902311325073242
24296,1.01e5077,0.010630130767822266
24297,1.64e5077,0.010045528411865234
24298,2.65e5077,0.00953817367553711
24299,4.29e5077,0.01066136360168457
24300,6.94e5077,0.010056734085083008
24301,1.12e5078,0.008973836898803711
24302,1.82e5078,0.009104490280151367
24303,2.94e5078,0.005564451217651367
24304,4.75e5078,0.01113748550415039
24305,7.69e5078,0.008070230484008789
24306,1.24e5079,0.007827997207641602
24307,2.01e5079,0.00835561752319336
24308,3.26e5079,0.009365081787109375
24309,5.27e5079,0.008562564849853516
24310,8.53e5079,0.007040262222290039
24311,1.38e5080,0.008359193801879883
24312,2.23e5080,0.003632068634033203
24313,3.61e5080,0.012149572372436523
24314,5.85e5080,0.006387948989868164
24315,9.46e5080,0.008028984069824219
24316,1.53e5081,0.007768154144287109
24317,2.48e5081,0.009680509567260742
24318,4.01e5081,0.009393930435180664
24319,6.49e5081,0.008048057556152344
24320,1.05e5082,0.008320808410644531
24321,1.7e5082,0.004300355911254883
24322,2.75e5082,0.011650800704956055
24323,4.45e5082,0.018504858016967773
24324,7.19e5082,0.012087821960449219
24325,1.16e5083,0.009032487869262695
24326,1.88e5083,0.008052349090576172
24327,3.05e5083,0.00903773307800293
24328,4.93e5083,0.009866952896118164
24329,7.98e5083,0.009537935256958008
24330,1.29e5084,0.0070343017578125
24331,2.09e5084,0.010560274124145508
24332,3.38e5084,0.008613109588623047
24333,5.47e5084,0.009156465530395508
24334,8.85e5084,0.008543014526367188
24335,1.43e5085,0.00758671760559082
24336,2.32e5085,0.010055065155029297
24337,3.75e5085,0.0080413818359375
24338,6.06e5085,0.010565042495727539
24339,9.81e5085,0.008144617080688477
24340,1.59e5086,0.00851130485534668
24341,2.57e5086,0.00910496711730957
24342,4.16e5086,0.008322000503540039
24343,6.72e5086,0.009057044982910156
24344,1.09e5087,0.008883476257324219
24345,1.76e5087,0.00854349136352539
24346,2.85e5087,0.003671407699584961
24347,4.61e5087,0.012066841125488281
24348,7.46e5087,0.010808229446411133
24349,1.21e5088,0.007371425628662109
24350,1.95e5088,0.014304876327514648
24351,3.16e5088,0.0056073665618896484
24352,5.11e5088,0.010495901107788086
24353,8.27e5088,0.010632753372192383
24354,1.34e5089,0.009041786193847656
24355,2.17e5089,0.011216878890991211
24356,3.5e5089,0.009253263473510742
24357,5.67e5089,0.015897274017333984
24358,9.17e5089,0.002025127410888672
24359,1.48e5090,0.01380610466003418
24360,2.4e5090,0.0065076351165771484
24361,3.89e5090,0.010944843292236328
24362,6.29e5090,0.011988639831542969
24363,1.02e5091,0.008907556533813477
24364,1.65e5091,0.008307218551635742
24365,2.66e5091,0.014656782150268555
24366,4.31e5091,0.011901140213012695
24367,6.97e5091,0.012376070022583008
24368,1.13e5092,0.009174585342407227
24369,1.83e5092,0.009234189987182617
24370,2.95e5092,0.008594274520874023
24371,4.78e5092,0.011589288711547852
24372,7.73e5092,0.008521795272827148
24373,1.25e5093,0.009309053421020508
24374,2.02e5093,0.009085416793823242
24375,3.28e5093,0.009005308151245117
24376,5.3e5093,0.007500648498535156
24377,8.57e5093,0.003633260726928711
24378,1.39e5094,0.014668941497802734
24379,2.24e5094,0.0055828094482421875
24380,3.63e5094,0.012535810470581055
24381,5.88e5094,0.007010936737060547
24382,9.51e5094,0.009208440780639648
24383,1.54e5095,0.009029865264892578
24384,2.49e5095,0.00841522216796875
24385,4.03e5095,0.008935928344726562
24386,6.52e5095,0.009058237075805664
24387,1.05e5096,0.009195327758789062
24388,1.71e5096,0.00903010368347168
24389,2.76e5096,0.010451078414916992
24390,4.47e5096,0.009099483489990234
24391,7.23e5096,0.012568950653076172
24392,1.17e5097,0.01110219955444336
24393,1.89e5097,0.016005754470825195
24394,3.06e5097,0.0041158199310302734
24395,4.95e5097,0.008318185806274414
24396,8.02e5097,0.008898019790649414
24397,1.3e5098,0.009069681167602539
24398,2.1e5098,0.008523702621459961
24399,3.4e5098,0.005065202713012695
24400,5.49e5098,0.015513181686401367
24401,8.89e5098,0.007539510726928711
24402,1.44e5099,0.009073495864868164
24403,2.33e5099,0.0077517032623291016
24404,3.77e5099,0.010101795196533203
24405,6.09e5099,0.008908987045288086
24406,9.86e5099,0.00883793830871582
24407,1.6e5100,0.009629249572753906
24408,2.58e5100,0.008521556854248047
24409,4.18e5100,0.007891416549682617
24410,6.76e5100,0.0040721893310546875
24411,1.09e5101,0.013802766799926758
24412,1.77e5101,0.005651235580444336
24413,2.86e5101,0.010858535766601562
24414,4.63e5101,0.008499860763549805
24415,7.49e5101,0.008719682693481445
24416,1.21e5102,0.007881402969360352
24417,1.96e5102,0.008852243423461914
24418,3.17e5102,0.008661746978759766
24419,5.14e5102,0.010235071182250977
24420,8.31e5102,0.009036779403686523
24421,1.34e5103,0.004876136779785156
24422,2.18e5103,0.01313924789428711
24423,3.52e5103,0.011334419250488281
24424,5.7e5103,0.010568618774414062
24425,9.22e5103,0.009327173233032227
24426,1.49e5104,0.00854635238647461
24427,2.41e5104,0.007477760314941406
24428,3.9e5104,0.00854349136352539
24429,6.32e5104,0.008037328720092773
24430,1.02e5105,0.009546279907226562
24431,1.65e5105,0.007858037948608398
24432,2.68e5105,0.008552074432373047
24433,4.33e5105,0.010589599609375
24434,7.01e5105,0.010132789611816406
24435,1.13e5106,0.00941157341003418
24436,1.83e5106,0.010364770889282227
24437,2.97e5106,0.012514352798461914
24438,4.8e5106,0.010074615478515625
24439,7.77e5106,0.008735179901123047
24440,1.26e5107,0.008020639419555664
24441,2.03e5107,0.009319305419921875
24442,3.29e5107,0.008211851119995117
24443,5.33e5107,0.005283832550048828
24444,8.62e5107,0.007132768630981445
24445,1.39e5108,0.011447906494140625
24446,2.26e5108,0.008805036544799805
24447,3.65e5108,0.009615421295166016
24448,5.91e5108,0.011384010314941406
24449,9.56e5108,0.008203506469726562
24450,1.55e5109,0.006802558898925781
24451,2.5e5109,0.004693746566772461
24452,4.05e5109,0.01109766960144043
24453,6.55e5109,0.008790254592895508
24454,1.06e5110,0.00925898551940918
24455,1.72e5110,0.010623931884765625
24456,2.77e5110,0.008801460266113281
24457,4.49e5110,0.01006007194519043
24458,7.26e5110,0.00904703140258789
24459,1.18e5111,0.011273622512817383
24460,1.9e5111,0.008863449096679688
24461,3.08e5111,0.004422426223754883
24462,4.98e5111,0.007358551025390625
24463,8.06e5111,0.008666276931762695
24464,1.3e5112,0.010842323303222656
24465,2.11e5112,0.012328624725341797
24466,3.41e5112,0.00844264030456543
24467,5.52e5112,0.009490728378295898
24468,8.94e5112,0.008784294128417969
24469,1.45e5113,0.008541107177734375
24470,2.34e5113,0.004709720611572266
24471,3.79e5113,0.0065538883209228516
24472,6.12e5113,0.011031866073608398
24473,9.91e5113,0.010201454162597656
24474,1.6e5114,0.008461475372314453
24475,2.59e5114,0.007689952850341797
24476,4.2e5114,0.008785486221313477
24477,6.79e5114,0.00839090347290039
24478,1.1e5115,0.011922597885131836
24479,1.78e5115,0.010760068893432617
24480,2.88e5115,0.01224970817565918
24481,4.66e5115,0.011085033416748047
24482,7.53e5115,0.009735822677612305
24483,1.22e5116,0.00816488265991211
24484,1.97e5116,0.008935689926147461
24485,3.19e5116,0.008872270584106445
24486,5.16e5116,0.00908970832824707
24487,8.35e5116,0.008584260940551758
24488,1.35e5117,0.008933782577514648
24489,2.19e5117,0.008772134780883789
24490,3.54e5117,0.008315563201904297
24491,5.73e5117,0.00959467887878418
24492,9.26e5117,0.009128808975219727
24493,1.5e5118,0.009317874908447266
24494,2.43e5118,0.009288311004638672
24495,3.92e5118,0.008481502532958984
24496,6.35e5118,0.008310556411743164
24497,1.03e5119,0.004694938659667969
24498,1.66e5119,0.013761520385742188
24499,2.69e5119,0.009274482727050781
24500,4.35e5119,0.007957935333251953
24501,7.04e5119,0.00902867317199707
24502,1.14e5120,0.013035058975219727
24503,1.84e5120,0.011787176132202148
24504,2.98e5120,0.02086496353149414
24505,4.83e5120,0.01460123062133789
24506,7.81e5120,0.00773930549621582
24507,1.26e5121,0.010318756103515625
24508,2.04e5121,0.007506132125854492
24509,3.31e5121,0.008278131484985352
24510,5.35e5121,0.010388374328613281
24511,8.66e5121,0.009658098220825195
24512,1.4e5122,0.008854389190673828
24513,2.27e5122,0.00870966911315918
24514,3.67e5122,0.009022951126098633
24515,5.94e5122,0.004034280776977539
24516,9.61e5122,0.009938478469848633
24517,1.55e5123,0.004654645919799805
24518,2.51e5123,0.013182640075683594
24519,4.07e5123,0.0047817230224609375
24520,6.58e5123,0.011702299118041992
24521,1.07e5124,0.008692264556884766
24522,1.72e5124,0.009639739990234375
24523,2.79e5124,0.009590625762939453
24524,4.51e5124,0.008497238159179688
24525,7.3e5124,0.009066581726074219
24526,1.18e5125,0.00863504409790039
24527,1.91e5125,0.010076761245727539
24528,3.09e5125,0.00853586196899414
24529,5e5125,0.009134531021118164
24530,8.1e5125,0.008878469467163086
24531,1.31e5126,0.008821487426757812
24532,2.12e5126,0.006072282791137695
24533,3.43e5126,0.010460615158081055
24534,5.55e5126,0.009809017181396484
24535,8.98e5126,0.008466958999633789
24536,1.45e5127,0.009220123291015625
24537,2.35e5127,0.0059201717376708984
24538,3.8e5127,0.004773378372192383
24539,6.16e5127,0.012402057647705078
24540,9.96e5127,0.007647514343261719
24541,1.61e5128,0.01165771484375
24542,2.61e5128,0.010299444198608398
24543,4.22e5128,0.009415149688720703
24544,6.83e5128,0.012692928314208984
24545,1.1e5129,0.012167692184448242
24546,1.79e5129,0.010108709335327148
24547,2.89e5129,0.011487245559692383
24548,4.68e5129,0.01005697250366211
24549,7.57e5129,0.00957179069519043
24550,1.22e5130,0.008547067642211914
24551,1.98e5130,0.009048938751220703
24552,3.21e5130,0.009701967239379883
24553,5.19e5130,0.009558439254760742
24554,8.4e5130,0.0015294551849365234
24555,1.36e5131,0.0006279945373535156
24556,2.2e5131,0.01525735855102539
24557,3.56e5131,0.009771108627319336
24558,5.75e5131,0.008296012878417969
24559,9.31e5131,0.009047746658325195
24560,1.51e5132,0.009104251861572266
24561,2.44e5132,0.010588645935058594
24562,3.94e5132,0.009101152420043945
24563,6.38e5132,0.008549213409423828
24564,1.03e5133,0.0072901248931884766
24565,1.67e5133,0.00841212272644043
24566,2.7e5133,0.009075164794921875
24567,4.37e5133,0.00870656967163086
24568,7.08e5133,0.01065969467163086
24569,1.15e5134,0.017371416091918945
24570,1.85e5134,0.01160573959350586
24571,3e5134,0.008524656295776367
24572,4.85e5134,0.009215354919433594
24573,7.85e5134,0.009282112121582031
24574,1.27e5135,0.007808685302734375
24575,2.05e5135,0.009429454803466797
24576,3.32e5135,0.009377479553222656
24577,5.38e5135,0.009505987167358398
24578,8.7e5135,0.008074522018432617
24579,1.41e5136,0.008699655532836914
24580,2.28e5136,0.01456904411315918
24581,3.69e5136,0.009090423583984375
24582,5.97e5136,0.008832216262817383
24583,9.65e5136,0.0077838897705078125
24584,1.56e5137,0.008162498474121094
24585,2.53e5137,0.008501052856445312
24586,4.09e5137,0.0074388980865478516
24587,6.62e5137,0.008608341217041016
24588,1.07e5138,0.010986089706420898
24589,1.73e5138,0.009069681167602539
24590,2.8e5138,0.009392976760864258
24591,4.54e5138,0.00767064094543457
24592,7.34e5138,0.008278608322143555
24593,1.19e5139,0.00921487808227539
24594,1.92e5139,0.008304357528686523
24595,3.11e5139,0.00798487663269043
24596,5.03e5139,0.008138418197631836
24597,8.14e5139,0.008785247802734375
24598,1.32e5140,0.008452653884887695
24599,2.13e5140,0.0091705322265625
24600,3.45e5140,0.00856637954711914
24601,5.58e5140,0.008852481842041016
24602,9.03e5140,0.009413957595825195
24603,1.46e5141,0.010071754455566406
24604,2.36e5141,0.009341001510620117
24605,3.82e5141,0.00978541374206543
24606,6.19e5141,0.008940935134887695
24607,1e5142,0.006325960159301758
24608,1.62e5142,0.013672828674316406
24609,2.62e5142,0.00714111328125
24610,4.24e5142,0.011505603790283203
24611,6.86e5142,0.010420083999633789
24612,1.11e5143,0.010923385620117188
24613,1.8e5143,0.008617639541625977
24614,2.91e5143,0.012282848358154297
24615,4.7e5143,0.018116474151611328
24616,7.61e5143,0.009436845779418945
24617,1.23e5144,0.010798931121826172
24618,1.99e5144,0.008939981460571289
24619,3.22e5144,0.010061264038085938
24620,5.21e5144,0.008547782897949219
24621,8.44e5144,0.009500503540039062
24622,1.37e5145,0.009093046188354492
24623,2.21e5145,0.009210348129272461
24624,3.57e5145,0.010054826736450195
24625,5.78e5145,0.008727550506591797
24626,9.36e5145,0.0043261051177978516
24627,1.51e5146,0.01454305648803711
24628,2.45e5146,0.005483388900756836
24629,3.96e5146,0.011475086212158203
24630,6.41e5146,0.007196664810180664
24631,1.04e5147,0.009920597076416016
24632,1.68e5147,0.00972604751586914
24633,2.72e5147,0.007227420806884766
24634,4.4e5147,0.009640932083129883
24635,7.11e5147,0.003515005111694336
24636,1.15e5148,0.007694721221923828
24637,1.86e5148,0.010053873062133789
24638,3.01e5148,0.00904226303100586
24639,4.88e5148,0.008333683013916016
24640,7.89e5148,0.007713794708251953
24641,1.28e5149,0.009811878204345703
24642,2.07e5149,0.009060859680175781
24643,3.34e5149,0.010060548782348633
24644,5.41e5149,0.010023117065429688
24645,8.75e5149,0.010083913803100586
24646,1.42e5150,0.009552478790283203
24647,2.29e5150,0.006945610046386719
24648,3.71e5150,0.008721590042114258
24649,6e5150,0.008962154388427734
24650,9.7e5150,0.009500980377197266
24651,1.57e5151,0.010591745376586914
24652,2.54e5151,0.009168863296508789
24653,4.11e5151,0.010103940963745117
24654,6.65e5151,0.015158414840698242
24655,1.08e5152,0.008810758590698242
24656,1.74e5152,0.009930610656738281
24657,2.82e5152,0.008235692977905273
24658,4.56e5152,0.009083032608032227
24659,7.37e5152,0.008767843246459961
24660,1.19e5153,0.008221626281738281
24661,1.93e5153,0.008857250213623047
24662,3.12e5153,0.009111642837524414
24663,5.05e5153,0.008995771408081055
24664,8.18e5153,0.009829998016357422
24665,1.32e5154,0.00975942611694336
24666,2.14e5154,0.0067291259765625
24667,3.46e5154,0.010074377059936523
24668,5.61e5154,0.009767532348632812
24669,9.07e5154,0.008502006530761719
24670,1.47e5155,0.010088682174682617
24671,2.37e5155,0.010066986083984375
24672,3.84e5155,0.009107351303100586
24673,6.22e5155,0.0026407241821289062
24674,1.01e5156,0.0036499500274658203
24675,1.63e5156,0.010677099227905273
24676,2.63e5156,0.008641242980957031
24677,4.26e5156,0.012384891510009766
24678,6.89e5156,0.007046699523925781
24679,1.12e5157,0.011770248413085938
24680,1.81e5157,0.006743431091308594
24681,2.92e5157,0.011237382888793945
24682,4.73e5157,0.009094476699829102
24683,7.65e5157,0.008520364761352539
24684,1.24e5158,0.008579730987548828
24685,2e5158,0.009476900100708008
24686,3.24e5158,0.008991479873657227
24687,5.24e5158,0.002341747283935547
24688,8.48e5158,0.014550447463989258
24689,1.37e5159,0.005950212478637695
24690,2.22e5159,0.0100860595703125
24691,3.59e5159,0.011066675186157227
24692,5.81e5159,0.01112055778503418
24693,9.4e5159,0.009865045547485352
24694,1.52e5160,0.007679939270019531
24695,2.46e5160,0.008455514907836914
24696,3.98e5160,0.011265039443969727
24697,6.45e5160,0.00840139389038086
24698,1.04e5161,0.00952768325805664
24699,1.69e5161,0.0013728141784667969
24700,2.73e5161,0.010402202606201172
24701,4.42e5161,0.004064083099365234
24702,7.15e5161,0.011688232421875
24703,1.16e5162,0.008253335952758789
24704,1.87e5162,0.008681774139404297
24705,3.03e5162,0.009747743606567383
24706,4.9e5162,0.009631872177124023
24707,7.93e5162,0.005377054214477539
24708,1.28e5163,0.0062215328216552734
24709,2.08e5163,0.012853384017944336
24710,3.36e5163,0.005253791809082031
24711,5.43e5163,0.010045528411865234
24712,8.79e5163,0.01071023941040039
24713,1.42e5164,0.006545543670654297
24714,2.3e5164,0.010010480880737305
24715,3.72e5164,0.009955167770385742
24716,6.03e5164,0.008937597274780273
24717,9.75e5164,0.0030968189239501953
24718,1.58e5165,0.012744903564453125
24719,2.55e5165,0.011101484298706055
24720,4.13e5165,0.0020017623901367188
24721,6.68e5165,0.015296697616577148
24722,1.08e5166,0.004944801330566406
24723,1.75e5166,0.010707616806030273
24724,2.83e5166,0.01143789291381836
24725,4.58e5166,0.017563343048095703
24726,7.41e5166,0.008672952651977539
24727,1.2e5167,0.009978532791137695
24728,1.94e5167,0.008188247680664062
24729,3.14e5167,0.006231784820556641
24730,5.08e5167,0.00410771369934082
24731,8.22e5167,0.011109113693237305
24732,1.33e5168,0.008617877960205078
24733,2.15e5168,0.011404275894165039
24734,3.48e5168,0.00865793228149414
24735,5.63e5168,0.010110616683959961
24736,9.12e5168,0.00878286361694336
24737,1.47e5169,0.009329795837402344
24738,2.39e5169,0.008939266204833984
24739,3.86e5169,0.001241445541381836
24740,6.25e5169,0.013638019561767578
24741,1.01e5170,0.010237693786621094
24742,1.64e5170,0.0071294307708740234
24743,2.65e5170,0.011097908020019531
24744,4.28e5170,0.009246587753295898
24745,6.93e5170,0.009257793426513672
24746,1.12e5171,0.009139299392700195
24747,1.81e5171,0.0068395137786865234
24748,2.94e5171,0.0005254745483398438
24749,4.75e5171,0.01264047622680664
24750,7.68e5171,0.010755300521850586
24751,1.24e5172,0.010902166366577148
24752,2.01e5172,0.008751392364501953
24753,3.26e5172,0.008786201477050781
24754,5.27e5172,0.010545730590820312
24755,8.52e5172,0.0068094730377197266
24756,1.38e5173,0.011295795440673828
24757,2.23e5173,0.008349180221557617
24758,3.61e5173,0.011360406875610352
24759,5.84e5173,0.016202688217163086
24760,9.45e5173,0.009209156036376953
24761,1.53e5174,0.017464160919189453
24762,2.47e5174,0.009285449981689453
24763,4e5174,0.009433269500732422
24764,6.48e5174,0.009238958358764648
24765,1.05e5175,0.011269569396972656
24766,1.7e5175,0.012447357177734375
24767,2.74e5175,0.01650404930114746
24768,4.44e5175,0.008784294128417969
24769,7.18e5175,0.008687019348144531
24770,1.16e5176,0.008245468139648438
24771,1.88e5176,0.008913755416870117
24772,3.04e5176,0.009984016418457031
24773,4.92e5176,0.0093536376953125
24774,7.97e5176,0.008849382400512695
24775,1.29e5177,0.00924372673034668
24776,2.09e5177,0.009497880935668945
24777,3.38e5177,0.010219812393188477
24778,5.46e5177,0.012168169021606445
24779,8.84e5177,0.008663654327392578
24780,1.43e5178,0.00901651382446289
24781,2.31e5178,0.011140108108520508
24782,3.74e5178,0.012863636016845703
24783,6.06e5178,0.009953737258911133
24784,9.8e5178,0.00897359848022461
24785,1.59e5179,0.008557319641113281
24786,2.57e5179,0.007803201675415039
24787,4.15e5179,0.003701448440551758
24788,6.72e5179,0.017200469970703125
24789,1.09e5180,0.01916670799255371
24790,1.76e5180,0.014694929122924805
24791,2.85e5180,0.009553670883178711
24792,4.6e5180,0.009965181350708008
24793,7.45e5180,0.0086517333984375
24794,1.21e5181,0.009553194046020508
24795,1.95e5181,0.010061502456665039
24796,3.16e5181,0.008543014526367188
24797,5.11e5181,0.00997614860534668
24798,8.26e5181,0.009040117263793945
24799,1.34e5182,0.007259368896484375
24800,2.16e5182,0.008051156997680664
24801,3.5e5182,0.009966850280761719
24802,5.66e5182,0.009558677673339844
24803,9.16e5182,0.00823068618774414
24804,1.48e5183,0.009092330932617188
24805,2.4e5183,0.00755620002746582
24806,3.88e5183,0.010048866271972656
24807,6.28e5183,0.00944662094116211
24808,1.02e5184,0.0068514347076416016
24809,1.64e5184,0.010097742080688477
24810,2.66e5184,0.012809991836547852
24811,4.3e5184,0.010909318923950195
24812,6.96e5184,0.0074920654296875
24813,1.13e5185,0.012837409973144531
24814,1.82e5185,0.009064674377441406
24815,2.95e5185,0.010611534118652344
24816,4.77e5185,0.008390426635742188
24817,7.72e5185,0.009555578231811523
24818,1.25e5186,0.009392976760864258
24819,2.02e5186,0.010556936264038086
24820,3.27e5186,0.009298324584960938
24821,5.29e5186,0.009058713912963867
24822,8.57e5186,0.007059812545776367
24823,1.39e5187,0.008576631546020508
24824,2.24e5187,0.0075457096099853516
24825,3.63e5187,0.008574485778808594
24826,5.87e5187,0.007557392120361328
24827,9.5e5187,0.008546829223632812
24828,1.54e5188,0.007960796356201172
24829,2.49e5188,0.008594989776611328
24830,4.02e5188,0.009036779403686523
24831,6.51e5188,0.00699925422668457
24832,1.05e5189,0.008048534393310547
24833,1.7e5189,0.010019063949584961
24834,2.76e5189,0.017683982849121094
24835,4.46e5189,0.01612091064453125
24836,7.22e5189,0.008625030517578125
24837,1.17e5190,0.009201288223266602
24838,1.89e5190,0.00878763198852539
24839,3.06e5190,0.010053157806396484
24840,4.95e5190,0.007383108139038086
24841,8.01e5190,0.008054733276367188
24842,1.3e5191,0.009046316146850586
24843,2.1e5191,0.008759021759033203
24844,3.39e5191,0.009049177169799805
24845,5.49e5191,0.007508039474487305
24846,8.88e5191,0.00804281234741211
24847,1.44e5192,0.008284807205200195
24848,2.32e5192,0.009444952011108398
24849,3.76e5192,0.009421586990356445
24850,6.09e5192,0.007582426071166992
24851,9.85e5192,0.004931926727294922
24852,1.59e5193,0.0158538818359375
24853,2.58e5193,0.011345624923706055
24854,4.17e5193,0.013422250747680664
24855,6.75e5193,0.014126300811767578
24856,1.09e5194,0.018102645874023438
24857,1.77e5194,0.014131784439086914
24858,2.86e5194,0.010390281677246094
24859,4.63e5194,0.02221822738647461
24860,7.49e5194,0.020021438598632812
24861,1.21e5195,0.012229442596435547
24862,1.96e5195,0.009608983993530273
24863,3.17e5195,0.008580207824707031
24864,5.13e5195,0.009556770324707031
24865,8.3e5195,0.009235858917236328
24866,1.34e5196,0.010064125061035156
24867,2.17e5196,0.00949716567993164
24868,3.52e5196,0.009757041931152344
24869,5.69e5196,0.010282039642333984
24870,9.21e5196,0.008533716201782227
24871,1.49e5197,0.006066322326660156
24872,2.41e5197,0.011702299118041992
24873,3.9e5197,0.006992816925048828
24874,6.31e5197,0.01742696762084961
24875,1.02e5198,0.008247852325439453
24876,1.65e5198,0.010184526443481445
24877,2.67e5198,0.008093833923339844
24878,4.33e5198,0.007242679595947266
24879,7e5198,0.009051799774169922
24880,1.13e5199,0.008936405181884766
24881,1.83e5199,0.008397340774536133
24882,2.96e5199,0.009165048599243164
24883,4.8e5199,0.0072841644287109375
24884,7.76e5199,0.011753320693969727
24885,1.26e5200,0.009399890899658203
24886,2.03e5200,0.012505769729614258
24887,3.29e5200,0.00960993766784668
24888,5.32e5200,0.009047269821166992
24889,8.61e5200,0.009226083755493164
24890,1.39e5201,0.00839376449584961
24891,2.25e5201,0.010025501251220703
24892,3.65e5201,0.009333372116088867
24893,5.9e5201,0.01094198226928711
24894,9.55e5201,0.00678563117980957
24895,1.54e5202,0.0030145645141601562
24896,2.5e5202,0.012910127639770508
24897,4.04e5202,0.008865594863891602
24898,6.54e5202,0.00996541976928711
24899,1.06e5203,0.009001731872558594
24900,1.71e5203,0.010827779769897461
24901,2.77e5203,0.008768558502197266
24902,4.48e5203,0.0010259151458740234
24903,7.26e5203,0.007823467254638672
24904,1.17e5204,0.003815889358520508
24905,1.9e5204,0.015393972396850586
24906,3.07e5204,0.009185314178466797
24907,4.97e5204,0.004278421401977539
24908,8.05e5204,0.013715505599975586
24909,1.3e5205,0.006466388702392578
24910,2.11e5205,0.01074981689453125
24911,3.41e5205,0.009248971939086914
24912,5.52e5205,0.008996009826660156
24913,8.93e5205,0.0020751953125
24914,1.44e5206,0.010091781616210938
24915,2.34e5206,0.010496854782104492
24916,3.78e5206,0.003215789794921875
24917,6.12e5206,0.012476205825805664
24918,9.9e5206,0.00749516487121582
24919,1.6e5207,0.011888980865478516
24920,2.59e5207,0.008603811264038086
24921,4.19e5207,0.009155750274658203
24922,6.78e5207,0.005209684371948242
24923,1.1e5208,0.005906581878662109
24924,1.78e5208,0.014305591583251953
24925,2.87e5208,0.006469011306762695
24926,4.65e5208,0.009572029113769531
