n,value,time_taken
57260,1.19e11966,0.04287123680114746
57261,1.92e11966,0.037843942642211914
57262,3.1e11966,0.03905487060546875
57263,5.02e11966,0.03853607177734375
57264,8.12e11966,0.046561241149902344
57265,1.31e11967,0.03957557678222656
57266,2.13e11967,0.042688608169555664
57267,3.44e11967,0.03774213790893555
57268,5.57e11967,0.04263138771057129
57269,9.01e11967,0.03927159309387207
57270,1.46e11968,0.03591609001159668
57271,2.36e11968,0.040818214416503906
57272,3.82e11968,0.03789162635803223
57273,6.18e11968,0.03500509262084961
57274,9.99e11968,0.07969427108764648
57275,1.62e11969,0.03734946250915527
57276,2.62e11969,0.04241013526916504
57277,4.23e11969,0.05134153366088867
57278,6.85e11969,0.05100536346435547
57279,1.11e11970,0.039786577224731445
57280,1.79e11970,0.03729534149169922
57281,2.9e11970,0.03878593444824219
57282,4.69e11970,0.04103279113769531
57283,7.59e11970,0.0463414192199707
57284,1.23e11971,0.04133248329162598
57285,1.99e11971,0.04702496528625488
57286,3.22e11971,0.039224863052368164
57287,5.21e11971,0.04168558120727539
57288,8.42e11971,0.04604959487915039
57289,1.36e11972,0.04313850402832031
57290,2.21e11972,0.03978586196899414
57291,3.57e11972,0.051880598068237305
57292,5.77e11972,0.04186296463012695
57293,9.34e11972,0.04244232177734375
57294,1.51e11973,0.04032158851623535
57295,2.45e11973,0.033402204513549805
57296,3.96e11973,0.03574061393737793
57297,6.4e11973,0.04213595390319824
57298,1.04e11974,0.03900957107543945
57299,1.68e11974,0.04114103317260742
57300,2.71e11974,0.03631186485290527
57301,4.39e11974,0.04154324531555176
57302,7.1e11974,0.041001081466674805
57303,1.15e11975,0.04152417182922363
57304,1.86e11975,0.03812670707702637
57305,3.01e11975,0.03798317909240723
57306,4.87e11975,0.03471851348876953
57307,7.87e11975,0.06260180473327637
57308,1.27e11976,0.04817390441894531
57309,2.06e11976,0.04178500175476074
57310,3.34e11976,0.04161977767944336
57311,5.4e11976,0.05487823486328125
57312,8.73e11976,0.03998517990112305
57313,1.41e11977,0.039820194244384766
57314,2.29e11977,0.04772329330444336
57315,3.7e11977,0.035127878189086914
57316,5.99e11977,0.04465889930725098
57317,9.69e11977,0.048593997955322266
57318,1.57e11978,0.04012346267700195
57319,2.54e11978,0.038974761962890625
57320,4.1e11978,0.07960081100463867
57321,6.64e11978,0.1409754753112793
57322,1.07e11979,0.15986347198486328
57323,1.74e11979,0.14958691596984863
57324,2.81e11979,0.16556334495544434
57325,4.55e11979,0.14862823486328125
57326,7.36e11979,0.20567655563354492
57327,1.19e11980,0.2806508541107178
57328,1.93e11980,0.15073823928833008
57329,3.12e11980,0.18530607223510742
57330,5.05e11980,0.11586427688598633
57331,8.16e11980,0.15450477600097656
57332,1.32e11981,0.18880534172058105
57333,2.14e11981,0.15909194946289062
57334,3.46e11981,0.14794659614562988
57335,5.6e11981,0.15180516242980957
57336,9.05e11981,0.15250420570373535
57337,1.47e11982,0.145463228225708
57338,2.37e11982,0.1490004062652588
57339,3.84e11982,0.1477205753326416
57340,6.21e11982,0.15006303787231445
57341,1e11983,0.15325379371643066
57342,1.62e11983,0.15351581573486328
57343,2.63e11983,0.1486043930053711
57344,4.25e11983,0.15077424049377441
57345,6.88e11983,0.14774608612060547
57346,1.11e11984,0.1319866180419922
57347,1.8e11984,0.14944171905517578
57348,2.92e11984,0.14964890480041504
57349,4.72e11984,0.14788174629211426
57350,7.63e11984,0.15185999870300293
57351,1.24e11985,0.14918136596679688
57352,2e11985,0.1474597454071045
57353,3.23e11985,0.1441190242767334
57354,5.23e11985,0.15996646881103516
57355,8.47e11985,0.14865779876708984
57356,1.37e11986,0.1467728614807129
57357,2.22e11986,0.15140199661254883
57358,3.59e11986,0.14920282363891602
57359,5.8e11986,0.14701390266418457
57360,9.39e11986,0.14628887176513672
57361,1.52e11987,0.14676356315612793
57362,2.46e11987,0.14743614196777344
57363,3.98e11987,0.17159271240234375
57364,6.43e11987,0.1858072280883789
57365,1.04e11988,0.14432859420776367
57366,1.68e11988,0.1331472396850586
57367,2.73e11988,0.14855527877807617
57368,4.41e11988,0.15097689628601074
57369,7.14e11988,0.14802026748657227
57370,1.15e11989,0.14625072479248047
57371,1.87e11989,0.14639496803283691
57372,3.02e11989,0.1504814624786377
57373,4.89e11989,0.15284490585327148
57374,7.91e11989,0.16423511505126953
57375,1.28e11990,0.16002607345581055
57376,2.07e11990,0.16252875328063965
57377,3.35e11990,0.1496262550354004
57378,5.42e11990,0.19655418395996094
57379,8.78e11990,0.2840721607208252
57380,1.42e11991,0.15757155418395996
57381,2.3e11991,0.15683436393737793
57382,3.72e11991,0.14786744117736816
57383,6.02e11991,0.1457681655883789
57384,9.73e11991,0.15172648429870605
57385,1.57e11992,0.15246129035949707
57386,2.55e11992,0.1524372100830078
57387,4.12e11992,0.14640402793884277
57388,6.67e11992,0.14698314666748047
57389,1.08e11993,0.14846253395080566
57390,1.75e11993,0.1513075828552246
57391,2.83e11993,0.1477339267730713
57392,4.57e11993,0.14824485778808594
57393,7.4e11993,0.14946770668029785
57394,1.2e11994,0.14206457138061523
57395,1.94e11994,0.14934134483337402
57396,3.13e11994,0.15337800979614258
57397,5.07e11994,0.15114903450012207
57398,8.21e11994,0.1504044532775879
57399,1.33e11995,0.14803695678710938
57400,2.15e11995,0.15009737014770508
57401,3.48e11995,0.14627313613891602
57402,5.62e11995,0.15433716773986816
57403,9.1e11995,0.1494147777557373
57404,1.47e11996,0.14853310585021973
57405,2.38e11996,0.144989013671875
57406,3.85e11996,0.14780545234680176
57407,6.24e11996,0.1480870246887207
57408,1.01e11997,0.15113234519958496
57409,1.63e11997,0.15016436576843262
57410,2.64e11997,0.14667487144470215
57411,4.28e11997,0.15851974487304688
57412,6.92e11997,0.15147066116333008
57413,1.12e11998,0.15439701080322266
57414,1.81e11998,0.15271878242492676
57415,2.93e11998,0.15038323402404785
57416,4.74e11998,0.12422490119934082
57417,7.67e11998,0.14393210411071777
57418,1.24e11999,0.15610003471374512
57419,2.01e11999,0.15255379676818848
57420,3.25e11999,0.14685416221618652
57421,5.26e11999,0.14555978775024414
57422,8.51e11999,0.1505599021911621
57423,1.38e12000,0.14579439163208008
57424,2.23e12000,0.14803004264831543
57425,3.6e12000,0.15294265747070312
57426,5.83e12000,0.14820146560668945
57427,9.44e12000,0.1420888900756836
57428,1.53e12001,0.15009069442749023
57429,2.47e12001,0.15240836143493652
57430,4e12001,0.20737504959106445
57431,6.47e12001,0.2860527038574219
57432,1.05e12002,0.13944101333618164
57433,1.69e12002,0.14905571937561035
57434,2.74e12002,0.14972567558288574
57435,4.43e12002,0.13220882415771484
57436,7.17e12002,0.15634942054748535
57437,1.16e12003,0.1536707878112793
57438,1.88e12003,0.15529274940490723
57439,3.04e12003,0.1536855697631836
57440,4.92e12003,0.15278196334838867
57441,7.95e12003,0.1510934829711914
57442,1.29e12004,0.15419721603393555
57443,2.08e12004,0.15383481979370117
57444,3.37e12004,0.16030550003051758
57445,5.45e12004,0.15517020225524902
57446,8.82e12004,0.15501689910888672
57447,1.43e12005,0.15079545974731445
57448,2.31e12005,0.15266084671020508
57449,3.74e12005,0.15322470664978027
57450,6.05e12005,0.1571657657623291
57451,9.78e12005,0.14696788787841797
57452,1.58e12006,0.14832854270935059
57453,2.56e12006,0.15325140953063965
57454,4.14e12006,0.14696311950683594
57455,6.7e12006,0.1485462188720703
57456,1.08e12007,0.14975523948669434
57457,1.76e12007,0.2247312068939209
57458,2.84e12007,0.1424086093902588
57459,4.6e12007,0.1575486660003662
57460,7.44e12007,0.14592909812927246
57461,1.2e12008,0.1487443447113037
57462,1.95e12008,0.1496410369873047
57463,3.15e12008,0.15526199340820312
57464,5.1e12008,0.14819097518920898
57465,8.25e12008,0.14522957801818848
57466,1.33e12009,0.15402865409851074
57467,2.16e12009,0.14734101295471191
57468,3.49e12009,0.13663363456726074
57469,5.65e12009,0.14255118370056152
57470,9.15e12009,0.1415407657623291
57471,1.48e12010,0.15858125686645508
57472,2.39e12010,0.14771437644958496
57473,3.87e12010,0.1517343521118164
57474,6.27e12010,0.15302753448486328
57475,1.01e12011,0.15417027473449707
57476,1.64e12011,0.15599799156188965
57477,2.66e12011,0.14687252044677734
57478,4.3e12011,0.14994168281555176
57479,6.95e12011,0.15253949165344238
57480,1.12e12012,0.15063905715942383
57481,1.82e12012,0.15392827987670898
57482,2.94e12012,0.18701601028442383
57483,4.76e12012,0.27124738693237305
57484,7.71e12012,0.1481778621673584
57485,1.25e12013,0.1500403881072998
57486,2.02e12013,0.1436598300933838
57487,3.27e12013,0.13114070892333984
57488,5.28e12013,0.15203523635864258
57489,8.55e12013,0.15508341789245605
57490,1.38e12014,0.15454673767089844
57491,2.24e12014,0.1528792381286621
57492,3.62e12014,0.14480352401733398
57493,5.86e12014,0.14921116828918457
57494,9.48e12014,0.1491539478302002
57495,1.53e12015,0.15339994430541992
57496,2.48e12015,0.14275217056274414
57497,4.02e12015,0.1429128646850586
57498,6.5e12015,0.15054559707641602
57499,1.05e12016,0.1429135799407959
57500,1.7e12016,0.15189218521118164
57501,2.75e12016,0.13903045654296875
57502,4.45e12016,0.13884449005126953
57503,7.21e12016,0.15213251113891602
57504,1.17e12017,0.15161561965942383
57505,1.89e12017,0.15560555458068848
57506,3.05e12017,0.15186476707458496
57507,4.94e12017,0.15310406684875488
57508,7.99e12017,0.151015043258667
57509,1.29e12018,0.1574866771697998
57510,2.09e12018,0.15132856369018555
57511,3.39e12018,0.13781166076660156
57512,5.48e12018,0.1519310474395752
57513,8.87e12018,0.15543913841247559
57514,1.43e12019,0.14896655082702637
57515,2.32e12019,0.14773964881896973
57516,3.76e12019,0.14890718460083008
57517,6.08e12019,0.14972686767578125
57518,9.83e12019,0.1603255271911621
57519,1.59e12020,0.15076661109924316
57520,2.57e12020,0.15569806098937988
57521,4.16e12020,0.14932966232299805
57522,6.74e12020,0.14900803565979004
57523,1.09e12021,0.14960837364196777
57524,1.76e12021,0.1576545238494873
57525,2.85e12021,0.1527547836303711
57526,4.62e12021,0.15257811546325684
57527,7.47e12021,0.14815425872802734
57528,1.21e12022,0.15459489822387695
57529,1.96e12022,0.15829133987426758
57530,3.17e12022,0.15911245346069336
57531,5.12e12022,0.15417838096618652
57532,8.29e12022,0.15032315254211426
57533,1.34e12023,0.15412044525146484
57534,2.17e12023,0.19786834716796875
57535,3.51e12023,0.29146313667297363
57536,5.68e12023,0.14982175827026367
57537,9.19e12023,0.15364789962768555
57538,1.49e12024,0.15503478050231934
57539,2.41e12024,0.15209388732910156
57540,3.89e12024,0.13691353797912598
57541,6.3e12024,0.15284085273742676
57542,1.02e12025,0.1496260166168213
57543,1.65e12025,0.15078258514404297
57544,2.67e12025,0.1521902084350586
57545,4.32e12025,0.14722490310668945
57546,6.99e12025,0.1500236988067627
57547,1.13e12026,0.14745140075683594
57548,1.83e12026,0.15496349334716797
57549,2.96e12026,0.14920711517333984
57550,4.79e12026,0.15959596633911133
57551,7.75e12026,0.13302826881408691
57552,1.25e12027,0.15294384956359863
57553,2.03e12027,0.15299320220947266
57554,3.28e12027,0.14609718322753906
57555,5.31e12027,0.1489114761352539
57556,8.59e12027,0.14977693557739258
57557,1.39e12028,0.20255827903747559
57558,2.25e12028,0.16309714317321777
57559,3.64e12028,0.14871954917907715
57560,5.89e12028,0.1553955078125
57561,9.53e12028,0.1361558437347412
57562,1.54e12029,0.14917349815368652
57563,2.49e12029,0.14934730529785156
57564,4.04e12029,0.15394997596740723
57565,6.53e12029,0.15058302879333496
57566,1.06e12030,0.14914274215698242
57567,1.71e12030,0.15353631973266602
57568,2.77e12030,0.1534287929534912
57569,4.48e12030,0.1654660701751709
57570,7.24e12030,0.16968107223510742
57571,1.17e12031,0.17003941535949707
57572,1.9e12031,0.16017389297485352
57573,3.07e12031,0.15251564979553223
57574,4.97e12031,0.1526331901550293
57575,8.03e12031,0.15792131423950195
57576,1.3e12032,0.15494656562805176
57577,2.1e12032,0.1559450626373291
57578,3.4e12032,0.15449762344360352
57579,5.51e12032,0.1550610065460205
57580,8.91e12032,0.15547394752502441
57581,1.44e12033,0.1605532169342041
57582,2.33e12033,0.15328025817871094
57583,3.77e12033,0.15299415588378906
57584,6.11e12033,0.15490508079528809
57585,9.88e12033,0.1524512767791748
57586,1.6e12034,0.16016530990600586
57587,2.59e12034,0.21056222915649414
57588,4.19e12034,0.290740966796875
57589,6.77e12034,0.30565643310546875
57590,1.1e12035,0.1543421745300293
57591,1.77e12035,0.15612316131591797
57592,2.87e12035,0.15310931205749512
57593,4.64e12035,0.1571342945098877
57594,7.51e12035,0.16737723350524902
57595,1.22e12036,0.16096210479736328
57596,1.97e12036,0.15322637557983398
57597,3.18e12036,0.15946578979492188
57598,5.15e12036,0.15733671188354492
57599,8.33e12036,0.1576237678527832
57600,1.35e12037,0.15460515022277832
57601,2.18e12037,0.15991616249084473
57602,3.53e12037,0.1564011573791504
57603,5.71e12037,0.15668630599975586
57604,9.24e12037,0.15119028091430664
57605,1.49e12038,0.15798068046569824
57606,2.42e12038,0.15775346755981445
57607,3.91e12038,0.1524522304534912
57608,6.33e12038,0.15581250190734863
57609,1.02e12039,0.1504216194152832
57610,1.66e12039,0.14300251007080078
57611,2.68e12039,0.1550273895263672
57612,4.34e12039,0.14794492721557617
57613,7.02e12039,0.15678095817565918
57614,1.14e12040,0.1548008918762207
57615,1.84e12040,0.15778446197509766
57616,2.97e12040,0.15455937385559082
57617,4.81e12040,0.15793585777282715
57618,7.79e12040,0.16166305541992188
57619,1.26e12041,0.15413665771484375
57620,2.04e12041,0.15816497802734375
57621,3.3e12041,0.16286110877990723
57622,5.34e12041,0.15344810485839844
57623,8.64e12041,0.15573358535766602
57624,1.4e12042,0.1561286449432373
57625,2.26e12042,0.15547585487365723
57626,3.66e12042,0.15322184562683105
57627,5.92e12042,0.15776920318603516
57628,9.58e12042,0.1591017246246338
57629,1.55e12043,0.1596531867980957
57630,2.51e12043,0.15805888175964355
57631,4.06e12043,0.1594398021697998
57632,6.56e12043,0.156172513961792
57633,1.06e12044,0.15564632415771484
57634,1.72e12044,0.15644359588623047
57635,2.78e12044,0.1662290096282959
57636,4.5e12044,0.15418648719787598
57637,7.28e12044,0.15335845947265625
57638,1.18e12045,0.15733742713928223
57639,1.91e12045,0.20907211303710938
57640,3.08e12045,0.3025319576263428
57641,4.99e12045,0.3073413372039795
57642,8.07e12045,0.15294337272644043
57643,1.31e12046,0.15375685691833496
57644,2.11e12046,0.15590548515319824
57645,3.42e12046,0.15452313423156738
57646,5.53e12046,0.16434574127197266
57647,8.95e12046,0.15330123901367188
57648,1.45e12047,0.14034295082092285
57649,2.34e12047,0.15740966796875
57650,3.79e12047,0.1582341194152832
57651,6.14e12047,0.16517305374145508
57652,9.93e12047,0.15845203399658203
57653,1.61e12048,0.16081738471984863
57654,2.6e12048,0.15737009048461914
57655,4.21e12048,0.15428400039672852
57656,6.81e12048,0.16553759574890137
57657,1.1e12049,0.15903544425964355
57658,1.78e12049,0.16285061836242676
57659,2.88e12049,0.15928125381469727
57660,4.67e12049,0.15733122825622559
57661,7.55e12049,0.1569349765777588
57662,1.22e12050,0.19798994064331055
57663,1.98e12050,0.15826773643493652
57664,3.2e12050,0.15623807907104492
57665,5.17e12050,0.15485191345214844
57666,8.37e12050,0.15729403495788574
57667,1.35e12051,0.1533493995666504
57668,2.19e12051,0.1512892246246338
57669,3.55e12051,0.15583109855651855
57670,5.74e12051,0.15695548057556152
57671,9.28e12051,0.15587735176086426
57672,1.5e12052,0.15962576866149902
57673,2.43e12052,0.15741944313049316
57674,3.93e12052,0.15401029586791992
57675,6.36e12052,0.151383638381958
57676,1.03e12053,0.15796399116516113
57677,1.67e12053,0.15458202362060547
57678,2.7e12053,0.1543269157409668
57679,4.36e12053,0.15961194038391113
57680,7.06e12053,0.1539139747619629
57681,1.14e12054,0.160797119140625
57682,1.85e12054,0.1528480052947998
57683,2.99e12054,0.15507984161376953
57684,4.84e12054,0.15973830223083496
57685,7.83e12054,0.15224742889404297
57686,1.27e12055,0.15537452697753906
57687,2.05e12055,0.15331196784973145
57688,3.32e12055,0.16069674491882324
57689,5.36e12055,0.1581404209136963
57690,8.68e12055,0.15570354461669922
57691,1.4e12056,0.20710229873657227
57692,2.27e12056,0.29154109954833984
57693,3.68e12056,0.2970597743988037
57694,5.95e12056,0.14220833778381348
57695,9.63e12056,0.1550123691558838
57696,1.56e12057,0.15450358390808105
57697,2.52e12057,0.16121721267700195
57698,4.08e12057,0.157517671585083
57699,6.6e12057,0.1490921974182129
57700,1.07e12058,0.15658354759216309
57701,1.73e12058,0.15528535842895508
57702,2.79e12058,0.15403294563293457
57703,4.52e12058,0.15777873992919922
57704,7.32e12058,0.15627169609069824
57705,1.18e12059,0.1642441749572754
57706,1.92e12059,0.15009379386901855
57707,3.1e12059,0.16017532348632812
57708,5.01e12059,0.15676403045654297
57709,8.11e12059,0.15734434127807617
57710,1.31e12060,0.1601414680480957
57711,2.12e12060,0.15848302841186523
57712,3.44e12060,0.15496420860290527
57713,5.56e12060,0.15131688117980957
57714,9e12060,0.1572587490081787
57715,1.46e12061,0.15561199188232422
57716,2.36e12061,0.14543628692626953
57717,3.81e12061,0.1512761116027832
57718,6.17e12061,0.15057706832885742
57719,9.98e12061,0.1490931510925293
57720,1.61e12062,0.15526986122131348
57721,2.61e12062,0.1513080596923828
57722,4.23e12062,0.14013266563415527
57723,6.84e12062,0.15392279624938965
57724,1.11e12063,0.14991497993469238
57725,1.79e12063,0.1572096347808838
57726,2.9e12063,0.15388703346252441
57727,4.69e12063,0.1690382957458496
57728,7.59e12063,0.15073132514953613
57729,1.23e12064,0.15285468101501465
57730,1.99e12064,0.15051579475402832
57731,3.21e12064,0.15977048873901367
57732,5.2e12064,0.14812517166137695
57733,8.41e12064,0.15741896629333496
57734,1.36e12065,0.15960431098937988
57735,2.2e12065,0.14722537994384766
57736,3.56e12065,0.15086817741394043
57737,5.77e12065,0.15200424194335938
57738,9.33e12065,0.15591120719909668
57739,1.51e12066,0.16062617301940918
57740,2.44e12066,0.16280913352966309
57741,3.95e12066,0.16828489303588867
57742,6.4e12066,0.15198969841003418
57743,1.03e12067,0.15903782844543457
57744,1.67e12067,0.20804309844970703
57745,2.71e12067,0.2922980785369873
57746,4.38e12067,0.16252541542053223
57747,7.09e12067,0.15816092491149902
57748,1.15e12068,0.15673446655273438
57749,1.86e12068,0.15828442573547363
57750,3e12068,0.15835285186767578
57751,4.86e12068,0.158768892288208
57752,7.87e12068,0.15741896629333496
57753,1.27e12069,0.22103261947631836
57754,2.06e12069,0.15613651275634766
57755,3.33e12069,0.1553659439086914
57756,5.39e12069,0.16059041023254395
57757,8.72e12069,0.1625380516052246
57758,1.41e12070,0.16322112083435059
57759,2.28e12070,0.16036605834960938
57760,3.7e12070,0.15640473365783691
57761,5.98e12070,0.16343092918395996
57762,9.67e12070,0.16354846954345703
57763,1.57e12071,0.30953097343444824
57764,2.53e12071,0.15622925758361816
57765,4.1e12071,0.15344882011413574
57766,6.63e12071,0.15630173683166504
57767,1.07e12072,0.15397334098815918
57768,1.74e12072,0.1637732982635498
57769,2.81e12072,0.1583423614501953
57770,4.54e12072,0.16219401359558105
57771,7.35e12072,0.16039299964904785
57772,1.19e12073,0.17607569694519043
57773,1.93e12073,0.15404343605041504
57774,3.11e12073,0.16295146942138672
57775,5.04e12073,0.13583087921142578
57776,8.16e12073,0.16202354431152344
57777,1.32e12074,0.15671873092651367
57778,2.14e12074,0.16075730323791504
57779,3.45e12074,0.16146206855773926
57780,5.59e12074,0.15611028671264648
57781,9.04e12074,0.16131305694580078
57782,1.46e12075,0.15276622772216797
57783,2.37e12075,0.15395188331604004
57784,3.83e12075,0.1658322811126709
57785,6.2e12075,0.18459272384643555
57786,1e12076,0.1652977466583252
57787,1.62e12076,0.1615912914276123
57788,2.63e12076,0.15269756317138672
57789,4.25e12076,0.15590214729309082
57790,6.87e12076,0.1626138687133789
57791,1.11e12077,0.15630888938903809
57792,1.8e12077,0.16208457946777344
57793,2.91e12077,0.1647627353668213
57794,4.71e12077,0.1533069610595703
57795,7.62e12077,0.15611982345581055
57796,1.23e12078,0.20514702796936035
57797,2e12078,0.2889888286590576
57798,3.23e12078,0.16065454483032227
57799,5.23e12078,0.16065168380737305
57800,8.46e12078,0.1594104766845703
57801,1.37e12079,0.1627788543701172
57802,2.21e12079,0.1554577350616455
57803,3.58e12079,0.1587064266204834
57804,5.8e12079,0.15934371948242188
57805,9.38e12079,0.16176247596740723
57806,1.52e12080,0.15707707405090332
57807,2.45e12080,0.14320850372314453
57808,3.97e12080,0.16072845458984375
57809,6.43e12080,0.15828299522399902
57810,1.04e12081,0.15394353866577148
57811,1.68e12081,0.1575174331665039
57812,2.72e12081,0.15251731872558594
57813,4.41e12081,0.15113282203674316
57814,7.13e12081,0.15711426734924316
57815,1.15e12082,0.16010332107543945
57816,1.87e12082,0.16135740280151367
57817,3.02e12082,0.16227436065673828
57818,4.89e12082,0.15209698677062988
57819,7.9e12082,0.15653252601623535
57820,1.28e12083,0.1547079086303711
57821,2.07e12083,0.15286636352539062
57822,3.35e12083,0.15259003639221191
57823,5.42e12083,0.15257573127746582
57824,8.77e12083,0.15163564682006836
57825,1.42e12084,0.14878177642822266
57826,2.3e12084,0.14983439445495605
57827,3.71e12084,0.1605207920074463
57828,6.01e12084,0.14699959754943848
57829,9.72e12084,0.15661048889160156
57830,1.57e12085,0.1550431251525879
57831,2.55e12085,0.1475827693939209
57832,4.12e12085,0.14728736877441406
57833,6.66e12085,0.15156912803649902
57834,1.08e12086,0.1505134105682373
57835,1.74e12086,0.15566396713256836
57836,2.82e12086,0.15205073356628418
57837,4.57e12086,0.15938997268676758
57838,7.39e12086,0.14589428901672363
57839,1.2e12087,0.15241074562072754
57840,1.93e12087,0.15274477005004883
57841,3.13e12087,0.1556694507598877
57842,5.07e12087,0.15090203285217285
57843,8.2e12087,0.1537458896636963
57844,1.33e12088,0.1525251865386963
57845,2.15e12088,0.1539604663848877
57846,3.47e12088,0.15062236785888672
57847,5.62e12088,0.15364551544189453
57848,9.09e12088,0.15833330154418945
57849,1.47e12089,0.21413445472717285
57850,2.38e12089,0.2829155921936035
57851,3.85e12089,0.3339571952819824
57852,6.23e12089,0.15104269981384277
57853,1.01e12090,0.15973258018493652
57854,1.63e12090,0.1611192226409912
57855,2.64e12090,0.21706676483154297
57856,4.27e12090,0.1571958065032959
57857,6.91e12090,0.15687298774719238
57858,1.12e12091,0.15589404106140137
57859,1.81e12091,0.1564033031463623
57860,2.93e12091,0.15549182891845703
57861,4.74e12091,0.16201543807983398
57862,7.66e12091,0.15276670455932617
57863,1.24e12092,0.15227150917053223
57864,2.01e12092,0.15165233612060547
57865,3.25e12092,0.16309762001037598
57866,5.25e12092,0.15982890129089355
57867,8.5e12092,0.15830159187316895
57868,1.37e12093,0.15949177742004395
57869,2.22e12093,0.15856027603149414
57870,3.6e12093,0.15425920486450195
57871,5.82e12093,0.15557551383972168
57872,9.42e12093,0.15202951431274414
57873,1.52e12094,0.1529228687286377
57874,2.47e12094,0.1553938388824463
57875,3.99e12094,0.15989947319030762
57876,6.46e12094,0.15838932991027832
57877,1.05e12095,0.16310811042785645
57878,1.69e12095,0.15802288055419922
57879,2.74e12095,0.1640472412109375
57880,4.43e12095,0.15894412994384766
57881,7.16e12095,0.15682601928710938
57882,1.16e12096,0.16216373443603516
57883,1.88e12096,0.16406512260437012
57884,3.03e12096,0.15709924697875977
57885,4.91e12096,0.1609354019165039
57886,7.94e12096,0.1605081558227539
57887,1.29e12097,0.15844178199768066
57888,2.08e12097,0.15488624572753906
57889,3.37e12097,0.1600663661956787
57890,5.45e12097,0.15764594078063965
57891,8.81e12097,0.16120624542236328
57892,1.43e12098,0.16169452667236328
57893,2.31e12098,0.15869760513305664
57894,3.73e12098,0.16356205940246582
57895,6.04e12098,0.16121983528137207
57896,9.77e12098,0.15615534782409668
57897,1.58e12099,0.1570603847503662
57898,2.56e12099,0.15934324264526367
57899,4.14e12099,0.1562047004699707
57900,6.7e12099,0.1541576385498047
57901,1.08e12100,0.21855759620666504
57902,1.75e12100,0.2907872200012207
57903,2.84e12100,0.3116281032562256
57904,4.59e12100,0.15237927436828613
57905,7.43e12100,0.1603851318359375
57906,1.2e12101,0.15561199188232422
57907,1.94e12101,0.15830779075622559
57908,3.15e12101,0.1581134796142578
57909,5.09e12101,0.15374016761779785
57910,8.24e12101,0.1575453281402588
57911,1.33e12102,0.15154623985290527
57912,2.16e12102,0.15496253967285156
57913,3.49e12102,0.1530303955078125
57914,5.65e12102,0.17119312286376953
57915,9.14e12102,0.1608901023864746
57916,1.48e12103,0.15759944915771484
57917,2.39e12103,0.16735076904296875
57918,3.87e12103,0.16218328475952148
57919,6.26e12103,0.15456461906433105
57920,1.01e12104,0.1554255485534668
57921,1.64e12104,0.1583700180053711
57922,2.65e12104,0.16043663024902344
57923,4.29e12104,0.16069889068603516
57924,6.94e12104,0.16106200218200684
57925,1.12e12105,0.15502691268920898
57926,1.82e12105,0.16567087173461914
57927,2.94e12105,0.1556861400604248
57928,4.76e12105,0.15090298652648926
57929,7.7e12105,0.15753817558288574
57930,1.25e12106,0.1597003936767578
57931,2.02e12106,0.15634799003601074
57932,3.26e12106,0.1599411964416504
57933,5.28e12106,0.1566624641418457
57934,8.54e12106,0.15542054176330566
57935,1.38e12107,0.15996646881103516
57936,2.24e12107,0.15468072891235352
57937,3.62e12107,0.1581566333770752
57938,5.85e12107,0.15963530540466309
57939,9.47e12107,0.15153217315673828
57940,1.53e12108,0.15190553665161133
57941,2.48e12108,0.15253949165344238
57942,4.01e12108,0.15784549713134766
57943,6.49e12108,0.15767645835876465
57944,1.05e12109,0.1502845287322998
57945,1.7e12109,0.15799903869628906
57946,2.75e12109,0.151594877243042
57947,4.45e12109,0.1560533046722412
57948,7.2e12109,0.15145349502563477
57949,1.16e12110,0.15204811096191406
57950,1.88e12110,0.1560802459716797
57951,3.05e12110,0.15983986854553223
57952,4.93e12110,0.15590500831604004
57953,7.98e12110,0.20495319366455078
57954,1.29e12111,0.2941455841064453
57955,2.09e12111,0.15496253967285156
57956,3.38e12111,0.15364956855773926
57957,5.47e12111,0.29891300201416016
57958,8.85e12111,0.15101933479309082
57959,1.43e12112,0.1709754467010498
57960,2.32e12112,0.2565617561340332
57961,3.75e12112,0.15457892417907715
57962,6.07e12112,0.15520024299621582
57963,9.82e12112,0.15454721450805664
57964,1.59e12113,0.16261816024780273
57965,2.57e12113,0.1575632095336914
57966,4.16e12113,0.15942883491516113
57967,6.73e12113,0.15189838409423828
57968,1.09e12114,0.16149616241455078
57969,1.76e12114,0.14884519577026367
57970,2.85e12114,0.1483149528503418
57971,4.61e12114,0.1631631851196289
57972,7.46e12114,0.15414190292358398
57973,1.21e12115,0.16150569915771484
57974,1.95e12115,0.15926480293273926
57975,3.16e12115,0.1501140594482422
57976,5.12e12115,0.1589515209197998
57977,8.28e12115,0.1519639492034912
57978,1.34e12116,0.15695643424987793
57979,2.17e12116,0.16046547889709473
57980,3.51e12116,0.15229010581970215
57981,5.67e12116,0.17259669303894043
57982,9.18e12116,0.15812420845031738
57983,1.49e12117,0.1583399772644043
57984,2.4e12117,0.15807271003723145
57985,3.89e12117,0.15905022621154785
57986,6.29e12117,0.16055846214294434
57987,1.02e12118,0.15645861625671387
57988,1.65e12118,0.15956926345825195
57989,2.67e12118,0.15677833557128906
57990,4.31e12118,0.15932250022888184
57991,6.98e12118,0.1609036922454834
57992,1.13e12119,0.1675257682800293
57993,1.83e12119,0.15844416618347168
57994,2.96e12119,0.15270185470581055
57995,4.78e12119,0.156113862991333
57996,7.74e12119,0.15775012969970703
